Sr No,State,Constituency,Candidate Name,Party Name,EVM Votes,Postal Votes,Total Votes,Percent Votes
12,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,SANYUKTA KUMARI,Independent,6232,6,6238,0.55
13,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,AJIT KUMAR,Independent,5515,5,5520,0.48
14,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,SHYAM SUNDAR PRASAD,Independent,3922,10,3932,0.34
15,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,RAMESH KUMAR,Naki Bharatiya Ekta Party,3840,5,3845,0.34
16,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,KISLAY KUMAR,Independent,3599,3,3602,0.31
17,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,KESHO JAMADAR,Peoples Party of India (Democratic),3369,18,3387,0.3
18,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,SURENDER SINGH,Independent,3341,4,3345,0.29
19,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,DILIP KUMAR,Moolniwasi Samaj Party,2724,5,2729,0.24
20,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,2456,12,2468,0.22
21,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,NISHA RANJAN,Samata Party,2397,18,2415,0.21
22,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,SHASHIRANJAN SUMAN,Independent,2331,9,2340,0.2
23,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,GHANSHYAM PRASAD SINGH,Independent,2108,2,2110,0.18
24,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,1971,9,1980,0.17
25,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,MUNNA KUMAR,Sankhyanupati Bhagidari Party,1937,12,1949,0.17
26,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,MUNNA KUMAR,Samajwadi Lok Parishad,1867,13,1880,0.16
27,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,PAWAN KUMAR,Independent,1595,2,1597,0.14
28,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,PUJA DEVI,Independent,1491,14,1505,0.13
29,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,CHANDRA KISHOR PRASAD YADAV,Independent,1177,1,1178,0.1
30,Bihar,Parliamentary  Constituency  29 - Nalanda (Bihar) ,NOTA,None of the Above,19110,107,19217,1.68
1,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2
2,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,SHRAWAN KUMAR,Rashtriya Janata Dal,340562,2376,342938,39.42
3,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,BINOD YADAV,Independent,39391,128,39519,4.54
4,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,GUNJAN KUMAR,Independent,29444,238,29682,3.41
5,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,RANJIT KUMAR,Bahujan Samaj Party,16240,76,16316,1.88
6,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,ANAND KUMAR VERMA,Bharat Jan Jagran Dal,7727,9,7736,0.89
7,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,GAUTAM KUMAR BABLOO,Bhagidari Party(P),5886,3,5889,0.68
8,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,GANAURI PANDIT,Peoples Party of India (Democratic),4558,32,4590,0.53
9,Bihar,Parliamentary  Constituency  39 - Nawada (Bihar) ,NOTA,None of the Above,12555,37,12592,1.45
1,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43
2,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,MADAN MOHAN TIWARI,Indian National Congress,441363,2490,443853,40.86
3,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,SANJAY KUMAR,Viro Ke Vir Indian Party,13139,6,13145,1.21
4,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,UPENDRA RAM,Bahujan Samaj Party,10913,49,10962,1.01
5,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,MOHAMMAD SOAIB,Independent,8992,2,8994,0.83
6,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,RAUSHAN KUMAR SRIVASTAVA,Independent,8496,9,8505,0.78
7,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,MD. KALAM SAI,Independent,4922,3,4925,0.45
8,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,NAFISH AHMAD,Independent,4163,-,4163,0.38
9,Bihar,Parliamentary  Constituency  2 - Paschim Champaran (Bihar) ,NOTA,None of the Above,11223,65,11288,1.04
1,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86
2,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,RAM KRIPAL YADAV,Bharatiya Janata Party,526608,1501,528109,42.93
3,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,DR S P SHARMA,Hindustan Vikas Dal,15139,1,15140,1.23
4,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,HARIKESHWAR RAM,Bahujan Samaj Party,10931,34,10965,0.89
5,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,VINDU DEVI,Rashtriya Jansambhavna Party,10741,3,10744,0.87
6,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,SHIV KUMAR SINGH,Apna Kisan Party,9011,5,9016,0.73
7,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,SANJAY KUMAR SINGH,Bhartiya Sarthak Party,4753,-,4753,0.39
8,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,MD FAROOQUE RAZA,All India Majlis-E-Ittehadul Muslimeen,4010,13,4023,0.33
9,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,RAM NIRANJAN ROY,Rashtrawadi Chetna Party,3914,1,3915,0.32
10,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,MRITUNJAY KUMAR,Bhagidari Party(P),3483,-,3483,0.28
11,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,DURGESH NANDAN SINGH,Independent,3104,2,3106,0.25
12,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,NAGESHWAR PRASAD,Peoples Party of India (Democratic),2048,3,2051,0.17
13,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,SUBHASH KUMAR,Bhartiya Lok Chetna Party,1979,-,1979,0.16
14,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,NITESH KUMAR PATEL,Adarsh Jankalyan Dal,1816,1,1817,0.15
15,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,RANJAN KUMAR,Independent,1807,2,1809,0.15
16,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,NIRAJ KUMAR,Independent,1767,4,1771,0.14
17,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,KUNAL KUMAR,Hamara Sahara Party,1607,7,1614,0.13
18,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,KHUSHBOO KUMARI,Akhil Bhartiya Parivar Party,1479,4,1483,0.12
19,Bihar,Parliamentary  Constituency  31 - Patliputra (Bihar) ,ANIL DAS,Bhartiya Dalit Party,1465,4,1469,0.12
